Amazon Sale
index,Order ID,Date,Status,Fulfilment,Sales Channel ,ship-service-level,Style,SKU,Category,Size,ASIN,Courier Status,Qty,currency,Amount,ship-city,ship-state,ship-postal-code,ship-country,promotion-ids,B2B,fulfilled-by,Unnamed: 22
530,404-2227887-7441969,2022-06-10,Shipped,Amazon,Amazon.in,Expedited,SET233,SET233-KR-PP-L,Set,L,B08MXF6MZF,Shipped,1,INR,545,MUMBAI,MAHARASHTRA,400042,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
531,407-8016372-7101131,2022-08-14,Shipped,Amazon,Amazon.in,Expedited,SET344,SET344-KR-NP-S,Set,S,B09QJ4TZR6,Shipped,1,INR,968,ALLAHABAD,UTTAR PRADESH,211002,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
532,407-2520173-9985116,2022-11-30,Shipped,Amazon,Amazon.in,Expedited,MEN5002,MEN5002-KR-M,kurta,M,B08YZ4WLT3,Shipped,1,INR,499,SURAT,Gujarat,395007,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
533,407-3257788-4892350,2022-05-02,Shipped,Amazon,Amazon.in,Expedited,JNE3405,JNE3405-KR-L,kurta,L,B081WSCKPQ,Shipped,1,INR,399,GUNTUR,ANDHRA PRADESH,522614,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
534,408-7201398-0382766,2022-04-15,Shipped,Amazon,Amazon.in,Expedited,JNE3405,JNE3405-KR-XL,kurta,XL,B081WT6GG7,Shipped,1,INR,399,AHMEDABAD,Gujarat,380058,IN,,FALSE,,
535,407-1181422-6183500,2022-08-18,Cancelled,Amazon,Amazon.in,Expedited,SET319,SET319-KR-NP-S,Set,S,B09KXV4TTM,Cancelled,0,,,MANGALURU,KARNATAKA,575002,IN,,FALSE,,
536,408-6235816-9261123,2022-11-02,Cancelled,Amazon,Amazon.in,Expedited,JNE3368,JNE3368-KR-XXL,kurta,XXL,B081WSWWL7,Unshipped,1,INR,471,BENGALURU,KARNATAKA,560043,IN,,FALSE,,
537,408-5823964-2421167,2022-04-12,Cancelled,Merchant,Amazon.in,Standard,JNE3718,JNE3718-KR-XXL,kurta,XXL,B099NMS4LL,,0,INR,386.67,BENGALURU,KARNATAKA,560043,IN,,FALSE,Easy Ship,
538,408-2752424-0976355,2022-08-13,Cancelled,Merchant,Amazon.in,Standard,MEN5006,MEN5006-KR-XXL,kurta,XXL,B08YYTB4R3,,0,INR,452.38,PATNA,BIHAR,800026,IN,,FALSE,Easy Ship,
539,408-1221783-1443515,2022-10-12,Shipped,Amazon,Amazon.in,Expedited,J0230,J0230-SKD-L,Set,L,B08XNDL1DL,Shipped,1,INR,1112,Pune,MAHARASHTRA,411033,IN,,FALSE,,
540,404-3977029-4836363,2022-09-28,Cancelled,Amazon,Amazon.in,Expedited,SET233,SET233-KR-PP-L,Set,L,B08MXF6MZF,Cancelled,0,,,MUMBAI,MAHARASHTRA,400042,IN,,FALSE,,
541,406-6993846-8855562,2022-02-07,Shipped,Amazon,Amazon.in,Expedited,SET363,SET363-KR-NP-XL,Set,XL,B09TH6N96L,Shipped,1,INR,1338,ROORKEE,UTTARAKHAND,247667,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
542,405-5018129-4536368,2022-11-27,Shipped,Amazon,Amazon.in,Expedited,JNE3794,JNE3794-KR-XXXL,kurta,3XL,B09HMHM56Y,Shipped,1,INR,517,MANGALURU,KARNATAKA,575006,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
543,406-3787864-1268330,2022-09-15,Shipped,Amazon,Amazon.in,Expedited,JNE3721,JNE3721-KR-XL,kurta,XL,B099FDMD6T,Shipped,1,INR,329,NAGPUR,MAHARASHTRA,440006,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
544,171-8504713-0689107,2022-12-08,Shipped,Amazon,Amazon.in,Expedited,JNE3797,JNE3797-KR-L,Western Dress,L,B09SDXFFQ1,Shipped,1,INR,725,NOIDA,UTTAR PRADESH,201301,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
545,402-9564773-1029157,2022-04-22,Shipped,Amazon,Amazon.in,Expedited,JNE3461,JNE3461-KR-XXL,kurta,XXL,B08B3XF5MH,Shipped,1,INR,363,JAIPUR,RAJASTHAN,303905,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
546,405-4930362-9342759,2022-02-20,Shipped,Amazon,Amazon.in,Expedited,SET345,SET345-KR-NP-L,Set,L,B09KXT4VG7,Shipped,1,INR,666,Golabandha,ODISHA,761002,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
547,402-4976284-7401969,2022-08-28,Cancelled,Amazon,Amazon.in,Expedited,SET131,SET131-KR-NP-A-XXL,Set,XXL,B07WPVB9GJ,Cancelled,0,,,ROHTAK,HARYANA,124001,IN,,FALSE,,
548,404-7724638-9574745,2022-12-10,Cancelled,Amazon,Amazon.in,Expedited,J0157,J0157-DR-S,Western Dress,S,B0982ZDZ8K,Unshipped,1,INR,588,VISAKHAPATNAM,ANDHRA PRADESH,530016,IN,,FALSE,,
549,408-9182064-6638723,2022-09-13,Shipped,Amazon,Amazon.in,Expedited,SET203,SET203-KR-DPT-S,Set,S,B08MYT94FH,Shipped,1,INR,449,CHENNAI,TAMIL NADU,600089,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
550,171-9163388-0505130,2022-11-15,Shipped,Amazon,Amazon.in,Expedited,SET098,SET098-KR-PP-XL,Set,XL,B07X3N4X66,Shipped,1,INR,696,BHATPARA,WEST BENGAL,743127,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
551,171-4737030-9245958,2022-05-11,Shipped,Amazon,Amazon.in,Expedited,JNE3614,JNE3614-KR-M,kurta,M,B09811QMHB,Shipped,1,INR,459,Palampur,HIMACHAL PRADESH,176092,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
552,402-3889665-2309117,2022-11-13,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0201,J0201-TP-L,Top,L,B0965LLRJW,Shipped,1,INR,625,PUNE,MAHARASHTRA,411001,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-CXNSLNBROFDW4,Amazon PLCC Free-Financing Universal Merchant AAT-WSJLDN3X7KEMO,Amazon PLCC Free-Financing Universal Merchant AAT-VL6FGQVGQVXUS,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-XVPICCHRWDCAI,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",FALSE,Easy Ship,
553,404-0489249-5004350,2022-08-06,Shipped,Amazon,Amazon.in,Expedited,J0003,J0003-SET-XXXL,Set,3XL,B0894Y3VBB,Shipped,1,INR,654,KANPUR,UTTAR PRADESH,208017,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
554,402-5795462-7785129,2022-09-11,Shipped,Amazon,Amazon.in,Expedited,JNE3405,JNE3405-KR-XL,kurta,XL,B081WT6GG7,Shipped,1,INR,399,MUMBAI,MAHARASHTRA,400074,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
555,402-1771710-8988341,2022-01-02,Shipped,Amazon,Amazon.in,Expedited,SET201,SET201-KR-NP-A-XXL,Set,XXL,B08L93NLLX,Shipped,1,INR,595,CHENNAI,TAMIL NADU,600128,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
556,407-8782240-5186712,2022-11-05,Shipped,Amazon,Amazon.in,Expedited,SET324,SET324-KR-NP-L,Set,L,B09NQ44RNV,Shipped,1,INR,597,NASHIK,MAHARASHTRA,422101,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
557,406-1146171-5116306,2022-04-19,Shipped,Amazon,Amazon.in,Expedited,NW030,NW030-TP-PJ-XXL,Set,XXL,B09G2R8XLM,Shipped,1,INR,582,NEW DELHI,DELHI,110058,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
558,405-4454054-5598720,2022-10-01,Shipped,Amazon,Amazon.in,Expedited,SET273,SET273-KR-NP-XXXL,Set,3XL,B094FR18C5,Shipped,1,INR,612,MUMBAI,MAHARASHTRA,400042,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
559,405-0904566-9930731,2022-10-31,Shipped,Amazon,Amazon.in,Expedited,J0003,J0003-SET-M,Set,M,B0894XH3LN,Shipped,1,INR,654,GREATER NOIDA,UTTAR PRADESH,201308,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
560,405-2826187-6916328,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3690,JNE3690-TU-L,Top,L,B094FKG8H7,Shipped,1,INR,518,NEW DELHI,DELHI,110075,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-CXNSLNBROFDW4,Amazon PLCC Free-Financing Universal Merchant AAT-WSJLDN3X7KEMO,Amazon PLCC Free-Financing Universal Merchant AAT-VL6FGQVGQVXUS,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-XVPICCHRWDCAI,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",FALSE,Easy Ship,
561,404-5926144-0737167,2022-11-13,Shipped,Amazon,Amazon.in,Expedited,J0247,J0247-SKD-S,Set,S,B09KXTGM1Y,Shipped,1,INR,820,PICHHORE SHIVPURI DISTRICT,MADHYA PRADESH,473995,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
562,407-0010438-9058746,2022-01-20,Shipped,Amazon,Amazon.in,Expedited,SET347,SET347-KR-NP-XXXL,Set,3XL,B09RKF5R8S,Shipped,1,INR,801,LUCKNOW,UTTAR PRADESH,226025,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
563,405-7730926-6032325,2022-10-21,Cancelled,Merchant,Amazon.in,Standard,J0386,J0386-KR-XXXL,kurta,3XL,B09YYLFCP2,,0,,,SIKANDARABAD INDUSTRIAL AREA,UTTAR PRADESH,203205,IN,,FALSE,Easy Ship,
564,171-6907664-7672347,2022-05-13,Shipped,Amazon,Amazon.in,Expedited,JNE3405,JNE3405-KR-XL,kurta,XL,B081WT6GG7,Shipped,1,INR,399,MUMBAI,MAHARASHTRA,400098,IN,,FALSE,,
565,404-0072596-3665116,2022-08-24,Shipped,Amazon,Amazon.in,Expedited,J0342,J0342-TP-L,Top,L,B099S9MMY4,Shipped,1,INR,540,THIRUVANANTHAPURAM,KERALA,695005,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
566,406-8833813-9606757,2022-10-29,Shipped,Amazon,Amazon.in,Expedited,SET363,SET363-KR-NP-L,Set,L,B09TH68L97,Shipped,1,INR,1338,MAVELIKKARA,KERALA,690107,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
567,408-3892272-6235562,2022-12-11,Shipped,Amazon,Amazon.in,Expedited,J0342,J0342-TP-M,Top,M,B099S91TCS,Shipped,1,INR,540,KOLKATA,WEST BENGAL,700022,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
568,171-9584070-4172351,2022-10-20,Shipped,Amazon,Amazon.in,Expedited,J0198,J0198-TP-XXXL,Top,3XL,B0986XCKXN,Shipped,1,INR,625,HYDERABAD,TELANGANA,500032,IN,,FALSE,,
569,402-1220435-6391519,2022-10-19,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3500,JNE3500-KR-XXL,kurta,XXL,B09812JNRT,Shipped,1,INR,364,THANE,MAHARASHTRA,400615,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-TNYBHEAO7HOHO,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant AAT-QMFZ3M7T5NPDS,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",FALSE,Easy Ship,
570,404-5137687-4471546,2022-11-11,Shipped,Amazon,Amazon.in,Expedited,JNE3510,JNE3510-KR-XL,kurta,XL,B08WPZ1N4Z,Shipped,1,INR,429,BILASPUR,CHHATTISGARH,495001,IN,,FALSE,,
571,171-0065908-0641927,2022-11-17,Cancelled,Amazon,Amazon.in,Expedited,J0005,J0005-DR-XXL,Western Dress,XXL,B08B3GTC12,Unshipped,1,INR,899,MYSURU,KARNATAKA,570001,IN,,FALSE,,
572,403-3416641-9569165,2022-07-13,Cancelled,Amazon,Amazon.in,Expedited,J0003,J0003-SET-XXL,Set,XXL,B0894XKVH3,Cancelled,0,,,QADIAN,PUNJAB,143516,IN,,FALSE,,
573,404-1694926-5861958,2022-12-27,Shipped,Amazon,Amazon.in,Expedited,SET360,SET360-KR-NP-XXL,Set,XXL,B09QJNWJJW,Shipped,1,INR,1126,BHUBANESWAR,ODISHA,751021,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
574,402-5767256-6281114,2022-08-27,Shipped,Amazon,Amazon.in,Expedited,SET110,SET110-KR-PP-S,Set,S,B0822T2BM8,Shipped,1,INR,788,KALABURGI,KARNATAKA,585101,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
575,403-3410267-0750719,2022-04-24,Shipped,Amazon,Amazon.in,Expedited,JNE3645,JNE3645-TP-N-XS,Top,XS,B08ZJ2CB3B,Shipped,1,INR,432,NAGPUR,MAHARASHTRA,440003,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
576,403-9122678-2549117,2022-11-19,Shipped,Amazon,Amazon.in,Expedited,JNE3373,JNE3373-KR-XXL,kurta,XXL,B082W8RWN1,Shipped,1,INR,376,Rangareddy,TELANGANA,509327,IN,,FALSE,,
577,402-7676083-2016323,2022-11-27,Shipped,Amazon,Amazon.in,Expedited,JNE3797,JNE3797-KR-M,Western Dress,M,B09SDY8DCT,Shipped,1,INR,725,HYDERABAD,TELANGANA,500089,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
578,404-7830524-8312347,2022-10-29,Shipped,Amazon,Amazon.in,Expedited,J0341,J0341-DR-S,Western Dress,S,B099NR7612,Shipped,1,INR,744,HYDERABAD,TELANGANA,500013,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
579,402-5917367-0340362,2022-09-07,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0416,J0416-DR-S,Western Dress,S,B09TXYX9Y8,Shipped,1,INR,825,Ahmedabad,Gujarat,380054,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,VPC-44571-41445527 Coupon,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",FALSE,Easy Ship,
580,408-7154712-8009957,2022-05-31,Shipped,Amazon,Amazon.in,Expedited,JNE3405,JNE3405-KR-XL,kurta,XL,B081WT6GG7,Shipped,1,INR,399,CHENNAI,TAMIL NADU,600063,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
581,402-6250862-8853945,2022-08-29,Shipped,Amazon,Amazon.in,Expedited,SET310,SET310-KR-NP-XXL,Set,XXL,B09RKDLD1W,Shipped,1,INR,1213,DHARMANAGAR,TRIPURA,799250,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
582,406-0002738-2742749,2022-11-21,Shipped,Amazon,Amazon.in,Expedited,SET188,SET188-KR-NP-XS,Set,XS,B08KRNQ6VJ,Shipped,1,INR,680,JAIPUR,RAJASTHAN,302012,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
583,403-6658095-6765934,2022-02-15,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0096,J0096-KR-XS,kurta,XS,B089FZXRFW,Shipped,1,INR,568,Jhajjar,HARYANA,124103,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",FALSE,Easy Ship,
584,402-7304691-3952343,2022-10-13,Shipped,Amazon,Amazon.in,Expedited,SET323,SET323-KR-NP-XXL,Set,XXL,B09NDKZQWW,Shipped,1,INR,939,HYDERABAD,TELANGANA,500005,IN,,FALSE,,
585,407-6959497-7065133,2022-02-20,Shipped,Amazon,Amazon.in,Expedited,J0300,J0300-TP-XXXL,Top,3XL,B099S7RDLZ,Shipped,1,INR,279,BENGALURU,KARNATAKA,560105,IN,,FALSE,,
586,406-0117804-3287554,2022-12-15,Shipped,Amazon,Amazon.in,Expedited,PJNE3405,PJNE3405-KR-N-5XL,kurta,5XL,B09LD3PCNY,Shipped,1,INR,487,JAMSHEDPUR,JHARKHAND,831005,IN,,FALSE,,
587,407-9183800-1013951,2022-05-22,Shipped,Amazon,Amazon.in,Expedited,PJNE2100,PJNE2100-KR-N-5XL,kurta,5XL,B09LD59CMC,Shipped,1,INR,458,VADODARA,Gujarat,390016,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
588,405-0930056-6437111,2022-12-13,Shipped,Amazon,Amazon.in,Expedited,PJNE3068,PJNE3068-KR-5XL,kurta,5XL,B09M768PCX,Shipped,1,INR,692,MEERUT,UTTAR PRADESH,250001,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
589,405-7472210-7516334,2022-12-22,Shipped,Amazon,Amazon.in,Expedited,J0196,J0196-TP-XXL,Top,XXL,B094FK6BKH,Shipped,1,INR,469,HYDERABAD,TELANGANA,500089,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
590,408-4366006-6437145,2022-04-07,Shipped,Amazon,Amazon.in,Expedited,JNE3405,JNE3405-KR-XXXL,kurta,3XL,B081WZ4T3V,Shipped,1,INR,399,GHAZIABAD,UTTAR PRADESH,201012,IN,Duplicated AYTJSBA8ZOP16 1567159860988,FALSE,,
591,403-3676854-5721945,2022-12-03,Shipped,Amazon,Amazon.in,Expedited,SET187,SET187-KR-DH-XL,Set,XL,B08B415N6S,Shipped,1,INR,599,GORAKHPUR,UTTAR PRADESH,273004,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
592,408-6618566-0057120,2022-08-15,Shipped,Amazon,Amazon.in,Expedited,SET389,SET389-KR-NP-XL,Set,XL,B09KXW4WQC,Shipped,1,INR,680,MUDBIDRI,KARNATAKA,574227,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
593,171-7822891-4076363,2022-09-06,Cancelled,Amazon,Amazon.in,Expedited,J0008,J0008-SKD-XL,Set,XL,B0894X711G,Cancelled,0,,,VASCO DA GAMA,GOA,403802,IN,,FALSE,,
594,406-3015774-3032307,2022-06-26,Shipped,Amazon,Amazon.in,Expedited,SAR 40.00,SAR 40.00,Saree,Free,B09J19LG67,Shipped,1,INR,989,NADIAD,Gujarat,387001,IN,,FALSE,,
